Nest | ---,(o) <DM> (e) | mag,<Dist> | Mpc,Abell | ---,GName | ---,Npv | ---,PGC1 | ---,GLON GLAT | deg deg,SGLON | deg,SGLAT | deg,logLKs | [Lsun],CF | ---,sigP | km/s,R2t | Mpc,<HV> | km/s,<Vgsr> | km/s,<Vls> | km/s,<Vcmb> | km/s,<Vcmba> | km/s,sigma | km/s,Mvir | TMsun,Mlum | TMsun,LDC | ---,HDC | ---,2M++ | ---,MK2011 | ---,Icnt | ---
200813,1 35.60 0.50,131.8,,,4,507607,257.00 -18.52,205.6325,-58.6783,12.52,3.82,489,1.328,12083,11846,11798,12227,12620,33,0,233.333,0,0,4125,0,0
201297,1 35.60 0.50,131.8,,,3,217145,298.46 -27.20,206.6661,-19.6864,12.39,4.43,436,1.184,12420,12225,12165,12475,12884,67,0,165.333,0,0,0,0,0
100926,1 35.60 0.50,131.8,,,3,48208,314.54 30.25,149.6384,0.7512,12.33,3.72,412,1.12,11563,11419,11348,11838,12206,281,0,140,0,0,2021,0,0
102598,1 35.60 0.50,131.8,,,2,3832050,325.85 20.01,160.7314,10.0968,12.2,3.94,368,0.999,11887,11766,11697,12092,12476,53,0,99.2,0,0,1636,0,0
202722,1 35.60 0.50,131.8,,,2,541174,356.12 -35.42,224.8538,26.3018,12.11,4.4,341,0.925,12219,12210,12185,12052,12433,28,0,78.933,0,0,0,0,0
205185,1 35.60 0.50,131.8,,,2,15623,206.95 -34.59,300.9352,-56.0317,12.08,2.72,332,0.901,10687,10581,10592,10640,10937,219,0,72.933,0,0,0,0,0
206287,1 35.60 0.50,131.8,,,1,3681058,289.51 -34.23,215.2473,-26.4816,11.65,3.63,227,0.616,11639,11442,11389,11668,12025,0,0,23.333,0,0,0,0,0
106456,1 35.60 0.50,131.8,,,1,3099239,319.56 19.57,160.7385,4.1667,11.69,2.93,235,0.637,10464,10321,10249,10689,10989,0,0,25.867,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,3080294,177.74 -78.95,278.6306,-13.3798,0,0,0,0,9819,9812,9834,9550,9790,0,0,0,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,1098498,348.69 50.83,126.3028,24.3128,0,0,0,0,12409,12390,12347,12638,13058,0,0,0,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,960719,41.77 -42.29,264.4996,41.1218,0,0,0,0,16256,16381,16403,15935,16599,0,0,0,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,842937,259.37 28.61,129.8201,-43.4149,0,0,0,0,9334,9119,9061,9683,9929,0,0,0,0,0,0,0,0
207211,1 35.60 0.50,131.8,,,1,419622,313.13 -62.05,241.87,-7.5681,11.46,2.79,192,0.521,10352,10263,10242,10183,10456,0,0,14.133,0,0,0,0,0
206365,1 35.60 0.50,131.8,,,1,380179,338.43 -25.93,209.2565,15.8481,11.63,4.16,223,0.605,11987,11910,11864,11926,12300,0,0,22.133,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,154705,251.42 35.25,116.9127,-42.6658,0,0,0,0,14084,13891,13841,14440,14987,0,0,0,0,0,0,0,0
206183,1 35.60 0.50,131.8,,,1,148459,265.69 -28.16,215.711,-47.6872,11.67,2.39,231,0.628,9606,9381,9333,9693,9940,0,0,24.667,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,147811,230.68 -25.92,261.2169,-70.1479,0,0,0,0,11201,11017,10999,11265,11599,0,0,0,0,0,3728,0,2225
0,1 35.60 0.50,131.8,,,1,143329,102.31 -61.35,293.4984,10.1996,0,0,0,0,11840,11950,11998,11485,11831,0,0,0,0,0,0,0,0
0,1 35.60 0.50,131.8,,,1,135117,214.95 -50.03,281.2766,-45.0609,0,0,0,0,12482,12378,12385,12374,12775,0,0,0,0,0,0,0,0
205683,1 35.60 0.50,131.8,,,1,133148,227.68 -42.31,269.6077,-54.0053,11.78,4.36,255,0.691,12848,12700,12693,12809,13239,0,0,32.933,0,0,0,0,0
206862,1 35.60 0.50,131.8,,,1,71027,76.35 -57.24,286.451,22.2054,11.53,2.3,204,0.553,9336,9463,9506,8971,9183,0,0,16.933,0,0,0,0,0
205698,1 35.60 0.50,131.8,,,1,68267,46.00 -50.13,268.9451,33.5401,11.77,3.8,252,0.685,11803,11918,11944,11466,11811,0,0,32.133,0,0,0,0,0
207836,1 35.60 0.50,131.8,,,1,66540,355.31 -44.39,232.8439,21.0822,11.34,2.35,173,0.469,9171,9159,9140,8974,9186,0,0,10.28,0,0,0,0,0
205054,1 35.60 0.50,131.8,,,1,66267,358.66 -43.21,233.1554,23.8229,11.96,4.32,298,0.811,12411,12410,12392,12207,12599,0,0,53.067,0,0,0,0,0
206637,1 35.60 0.50,131.8,,,1,62750,338.49 -24.49,207.831,16.2769,11.57,3.19,212,0.575,10700,10623,10576,10646,10944,0,0,18.933,0,0,0,0,0
205487,1 35.60 0.50,131.8,,,1,19699,266.90 -22.64,207.3836,-48.5831,11.83,3.78,266,0.723,11961,11726,11673,12082,12465,0,0,37.6,0,0,0,0,0
102076,1 35.60 0.40,131.8,,,2,58557,100.44 37.34,40.8885,32.7936,11.48,1.78,196,0.532,7719,7918,7966,7698,7854,128,0,15.067,1146,0,0,0,0
103137,1 35.60 0.40,131.8,,,2,38862,263.17 75.11,98.6946,-5.7855,11.65,1.71,228,0.619,7089,7031,7001,7420,7564,4,0,23.6,839,0,2400,0,0
0,1 35.60 0.40,131.8,,,1,70843,85.53 -48.48,297.0667,25.8252,0,0,0,0,10216,10377,10430,9845,10100,0,0,0,0,0,0,0,0
0,1 35.60 0.40,131.8,,,1,50835,322.40 27.12,153.3697,7.3427,0,0,0,0,11666,11541,11472,11908,12280,0,0,0,0,0,0,0,0
107362,1 35.60 0.40,131.8,,,1,42512,167.00 86.71,87.1336,4.6878,11.5,2.41,199,0.54,9336,9346,9334,9611,9854,0,0,15.733,0,0,0,0,0
106075,1 35.60 0.40,131.8,,,1,28269,222.45 45.31,85.609,-38.2701,11.77,2.28,252,0.684,8875,8755,8732,9201,9424,0,0,31.867,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,3093275,54.05 -52.03,274.8094,31.3671,0,0,0,0,9048,9171,9203,8698,8898,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,1035908,233.42 23.10,101.1724,-59.9894,0,0,0,0,9612,9423,9389,9916,10175,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,684559,307.49 29.83,149.1376,-5.3487,0,0,0,0,9443,9280,9207,9737,9986,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,227185,307.87 -35.47,214.9733,-11.391,0,0,0,0,9502,9342,9290,9487,9724,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,197292,65.44 -74.38,274.8451,8.5356,0,0,0,0,11863,11919,11945,11533,11883,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,193410,347.19 -57.76,241.9855,9.8202,0,0,0,0,9812,9782,9768,9594,9836,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,191083,46.34 -46.96,269.1218,36.7145,0,0,0,0,13445,13569,13595,13110,13560,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,184480,323.69 31.76,148.7505,8.6805,0,0,0,0,11200,11085,11018,11452,11797,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,162477,348.69 -36.33,222.6905,20.5531,0,0,0,0,12168,12133,12102,12023,12403,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,160117,343.29 42.06,136.6575,23.3471,0,0,0,0,7966,7925,7874,8186,8363,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,158482,306.83 33.61,145.3007,-5.1944,0,0,0,0,14979,14821,14750,15283,15895,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,154162,242.55 31.89,109.8601,-49.1364,0,0,0,0,15233,15043,15000,15574,16209,0,0,0,0,0,0,0,0
205215,1 35.59 0.50,131.2,,,1,148729,260.67 -25.61,215.0046,-52.8149,11.91,4.59,286,0.776,12845,12617,12570,12948,13387,0,0,46.533,0,0,0,0,0
209915,1 35.59 0.50,131.2,,,1,128056,267.64 -42.47,231.9523,-39.3253,10.95,1.67,122,0.332,7355,7165,7128,7350,7493,0,0,3.653,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,127307,321.45 -37.37,217.5556,-0.6078,0,0,0,0,11656,11534,11488,11594,11947,0,0,0,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,71794,320.25 -55.41,235.3858,-3.5708,0,0,0,0,12240,12148,12120,12090,12474,0,0,0,0,0,0,0,0
204410,1 35.59 0.50,131.2,,,1,68760,50.47 -51.89,272.2487,31.7341,12.21,6.14,372,1.011,13715,13833,13862,13370,13839,0,0,102.933,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,60485,69.71 32.04,53.8495,56.8973,0,0,0,0,10858,11065,11098,10802,11109,0,0,0,0,0,0,0,2685
106632,1 35.59 0.50,131.2,,,1,50283,330.10 46.83,133.2953,13.3069,11.65,3.14,228,0.619,10659,10585,10530,10930,11244,0,0,23.6,0,0,0,0,0
107621,1 35.59 0.50,131.2,,,1,32026,259.91 40.77,119.5201,-34.2416,11.47,2.13,194,0.527,8441,8257,8203,8808,9013,0,0,14.533,0,0,0,0,0
0,1 35.59 0.50,131.2,,,1,17612,230.43 -26.04,261.9091,-70.0622,0,0,0,0,11047,10864,10846,11110,11435,0,0,0,0,0,3728,0,2225
204600,1 35.59 0.50,131.2,,,1,12799,263.34 -52.33,243.8839,-35.3618,12.13,5.53,347,0.941,13570,13411,13386,13502,13980,0,0,83.2,0,0,0,0,0
202161,1 35.59 0.40,131.2,,,3,70537,94.05 -34.05,314.2424,30.2223,12.18,2.79,362,0.984,10498,10701,10766,10141,10411,78,0,95.067,0,0,0,0,0
102531,1 35.59 0.40,131.2,,,3,31845,184.34 60.48,69.608,-15.2007,11.94,1.68,294,0.797,7054,7046,7048,7316,7457,144,0,50.533,734,0,2280,0,0
202126,1 35.59 0.40,131.2,,,2,68181,73.77 -33.43,300.5162,43.0272,11.55,1.91,208,0.564,8120,8320,8372,7765,7923,107,0,17.867,1442,0,0,0,0
102768,1 35.59 0.40,131.2,,,2,46575,309.83 26.60,152.6828,-3.8664,11.72,1.91,242,0.656,7897,7735,7661,8176,8351,35,0,28.133,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,56424,20.26 43.18,118.6383,46.096,0,0,0,0,10238,10314,10295,10348,10630,0,0,0,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,48849,345.60 69.76,108.4323,15.4222,0,0,0,0,10691,10680,10647,10963,11279,0,0,0,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,47996,82.27 76.28,81.8247,17.4714,0,0,0,0,7570,7636,7636,7780,7940,0,0,0,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,42759,298.53 61.52,116.8764,-3.2267,0,0,0,0,7119,7023,6973,7460,7606,0,0,0,0,0,0,0,0
208685,1 35.59 0.40,131.2,,,1,22589,272.26 -14.34,194.0066,-45.1983,11.19,2.03,151,0.411,8556,8312,8250,8724,8925,0,0,6.907,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,18701,247.09 -23.60,224.4272,-64.3492,0,0,0,0,10363,10144,10108,10469,10757,0,0,0,0,0,0,0,0
206213,1 35.59 0.40,131.2,,,1,11954,168.43 -37.72,320.2672,-28.2238,11.66,2.34,229,0.621,9883,9910,9958,9694,9942,0,0,24,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,5552,131.88 -28.55,331.0234,1.7745,0,0,0,0,6606,6760,6832,6328,6434,0,0,0,0,0,0,0,0
0,1 35.59 0.40,131.2,,,1,2272,307.37 -63.38,243.3725,-10.1236,0,0,0,0,8391,8298,8278,8224,8403,0,0,0,0,0,0,0,0
0,1 35.59 0.20,131.2,,,1,59529,53.75 35.55,79.5208,60.1857,0,0,0,0,10123,10297,10314,10111,10380,0,0,0,0,0,0,0,0
105538,1 35.58 0.50,130.6,,,1,4076804,324.25 14.18,166.668,8.1773,11.91,3.43,284,0.772,11354,11222,11152,11541,11891,0,0,45.867,0,0,1400,0,0
0,1 35.58 0.50,130.6,,,1,3922555,337.08 -34.57,217.4855,12.3318,0,0,0,0,10879,10803,10762,10782,11087,0,0,0,0,0,0,0,0
0,1 35.58 0.50,130.6,,,1,3094601,225.06 -29.12,275.1937,-67.0916,0,0,0,0,14510,14344,14334,14543,15097,0,0,0,0,0,0,0,0
205867,1 35.58 0.50,130.6,,,1,3082863,23.35 -24.31,233.4704,51.4527,11.73,3.09,244,0.661,10568,10665,10664,10344,10626,0,0,28.933,0,0,0,0,0
204348,1 35.58 0.50,130.6,,,1,983373,44.97 -42.86,267.6792,40.7727,12.24,9.71,382,1.037,15146,15277,15302,14817,15392,0,0,111.467,0,0,0,0,0
106761,1 35.58 0.50,130.6,,,1,980145,230.55 10.87,100.4434,-72.5187,11.64,3.27,224,0.609,10968,10772,10742,11222,11553,0,0,22.533,0,0,0,0,0
0,1 35.58 0.50,130.6,,,1,259763,292.12 -41.81,222.9541,-22.9166,0,0,0,0,14846,14671,14625,14824,15399,0,0,0,0,0,0,0,0
107355,1 35.58 0.50,130.6,,,1,159562,325.57 43.00,137.372,10.2966,11.52,3.07,203,0.551,10671,10579,10519,10946,11261,0,0,16.667,0,0,0,0,0
0,1 35.58 0.50,130.6,,,1,156412,266.81 46.09,119.6204,-26.9393,0,0,0,0,7767,7598,7543,8138,8312,0,0,0,0,0,0,0,0
203891,1 35.58 0.50,130.6,,,1,149848,266.57 -18.26,200.9956,-49.9927,12.52,9.14,489,1.328,15156,14915,14859,15304,15916,0,0,233.333,0,0,0,0,0
0,1 35.58 0.50,130.6,,,1,147447,213.22 -24.18,305.7498,-67.5628,0,0,0,0,14059,13922,13924,14088,14608,0,0,0,0,0,0,0,0
208172,1 35.58 0.50,130.6,,,1,134120,223.76 -49.49,273.4224,-46.7257,11.27,2.25,162,0.44,9504,9381,9380,9416,9649,0,0,8.533,0,0,0,0,0
207548,1 35.58 0.50,130.6,,,1,129187,306.23 -69.24,249.3308,-9.8451,11.39,2.53,180,0.489,9862,9786,9773,9668,9914,0,0,11.733,0,0,0,0,0
206361,1 35.58 0.50,130.6,,,1,66515,327.30 -39.11,219.9747,3.6959,11.63,2.78,223,0.605,10175,10072,10030,10087,10355,0,0,22.133,0,0,0,0,0
207712,1 35.58 0.50,130.6,,,1,66216,24.36 -40.01,247.3299,39.0445,11.36,2.2,176,0.477,8754,8836,8841,8481,8670,0,0,10.84,0,0,0,0,0
104559,1 35.58 0.50,130.6,,,1,50401,319.34 23.14,157.1541,4.2872,12.27,3.57,391,1.063,11420,11280,11209,11658,12015,0,0,119.6,0,0,0,0,0
105305,1 35.58 0.50,130.6,,,1,40060,293.22 44.33,131.9268,-12.3561,12.02,5.43,315,0.855,13072,12915,12851,13420,13892,0,0,62.4,0,0,0,0,0
205626,1 35.58 0.50,130.6,,,1,25286,285.41 -15.41,194.2594,-32.4375,11.79,3.64,257,0.697,11602,11370,11303,11750,12113,0,0,33.867,0,0,0,0,0
100246,1 35.58 0.40,130.6,,,7,52797,12.23 59.80,109.5832,30.2669,12.34,2.21,416,1.131,8868,8906,8882,9068,9284,308,63.467,144,1035,878,2303,0,0
101200,1 35.58 0.40,130.6,,,3,21599,201.35 19.28,45.5178,-53.7775,12,2.07,308,0.836,8482,8389,8394,8680,8878,100,0,58.4,516,446,1558,0,0
201301,1 35.58 0.40,130.6,,,3,1901,76.39 -83.57,273.1208,-0.6897,11.79,1.86,257,0.697,8068,8089,8110,7766,7924,67,0,33.867,31,20,3415,0,0
202392,1 35.58 0.40,130.6,,,2,90337,7.19 -24.78,220.0944,40.0429,11.64,2.5,225,0.612,9398,9434,9414,9232,9455,66,0,22.8,0,0,4077,0,0
103111,1 35.58 0.40,130.6,,,2,50485,59.16 72.30,86.1129,23.6251,11.96,2.99,299,0.812,10576,10650,10647,10772,11076,6,0,53.467,0,0,0,0,0
102940,1 35.58 0.40,130.6,,,2,30829,229.28 53.60,91.3102,-30.0587,11.88,2.6,278,0.756,9679,9567,9540,10022,10285,18,0,43.067,0,0,0,0,0
102183,1 35.58 0.40,130.6,,,2,21758,158.24 30.06,33.3261,-14.5572,11.46,1.53,191,0.52,6568,6643,6686,6648,6764,106,0,14,535,0,0,0,0
0,1 35.58 0.40,130.6,,,1,513741,293.08 -70.21,251.4572,-14.0045,0,0,0,0,9123,9039,9028,8936,9146,0,0,0,0,0,0,0,2072
209195,1 35.58 0.40,130.6,,,1,66727,10.82 -45.66,241.6867,28.6389,11.1,1.83,140,0.379,7588,7623,7617,7341,7483,0,0,5.44,0,0,0,0,0
207416,1 35.58 0.40,130.6,,,1,66446,52.48 -31.15,276.9922,52.2524,11.42,2.42,185,0.503,9461,9633,9667,9138,9358,0,0,12.707,0,0,0,0,0
0,1 35.58 0.40,130.6,,,1,66403,13.86 -43.04,241.5734,32.0468,0,0,0,0,10051,10098,10094,9801,10054,0,0,0,0,0,0,0,0
109412,1 35.58 0.40,130.6,,,1,56097,29.70 48.23,106.7525,45.4732,11.15,2.08,146,0.396,8597,8692,8681,8708,8908,0,0,6.187,0,0,0,0,0
0,1 35.58 0.40,130.6,,,1,55923,51.70 52.28,86.324,43.8997,0,0,0,0,9441,9571,9577,9532,9772,0,0,0,0,0,0,0,0
108010,1 35.58 0.40,130.6,,,1,42836,296.26 73.54,105.3255,0.2387,11.39,2.18,181,0.491,8695,8640,8604,9020,9234,0,0,11.813,0,0,0,0,0
206100,1 35.58 0.40,130.6,,,1,17480,258.04 -32.52,226.5734,-51.2646,11.69,2.72,235,0.639,10310,10097,10057,10368,10651,0,0,26,0,0,0,0,0
0,1 35.58 0.40,130.6,,,1,1743,116.66 -35.22,321.6279,12.9265,0,0,0,0,9593,9768,9839,9263,9489,0,0,0,0,0,0,0,0
207925,1 35.58 0.40,130.6,,,1,847,111.14 -39.65,315.7974,15.5452,11.32,1.71,170,0.46,7647,7820,7887,7301,7442,0,0,9.747,0,0,0,0,0
0,1 35.58 0.20,130.6,,,1,1808334,200.29 45.21,67.5023,-33.0441,0,0,0,0,9850,9787,9784,10123,10393,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,4683748,285.01 14.21,159.8153,-29.2521,0,0,0,0,10428,10198,10123,10720,11022,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,4682631,283.86 -12.63,190.9964,-34.0187,0,0,0,0,11670,11433,11365,11836,12204,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,4078120,344.70 -18.58,203.4151,23.4171,0,0,0,0,14829,14774,14728,14779,15351,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,919253,85.25 -74.86,279.2771,5.6634,0,0,0,0,10824,10883,10914,10492,10782,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,881658,337.39 37.74,142.0968,19.6596,0,0,0,0,10157,10093,10037,10383,10666,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,852566,220.94 -30.12,283.485,-65.4431,0,0,0,0,12752,12599,12593,12769,13197,0,0,0,0,0,0,0,0
209079,1 35.57 0.50,130,,,1,839072,223.72 -26.47,279.3989,-69.548,11.12,1.91,142,0.385,8514,8348,8338,8559,8752,0,0,5.733,0,0,4160,0,0
0,1 35.57 0.50,130,,,1,181841,243.96 34.89,109.6787,-45.921,0,0,0,0,6070,5885,5841,6418,6527,0,0,0,0,0,0,0,0
0,1 35.57 0.50,130,,,1,179472,267.27 -25.89,211.8166,-47.2299,0,0,0,0,9576,9347,9296,9677,9924,0,0,0,0,0,4031,0,0
207643,1 35.57 0.50,130,,,1,127421,302.16 -53.39,233.5977,-14.1173,11.38,2.5,179,0.485,9728,9599,9566,9622,9866,0,0,11.427,0,0,0,0,0
205952,1 35.57 0.50,130,,,1,127241,320.62 -41.01,221.0841,-1.7002,11.72,4.32,242,0.656,12278,12160,12116,12199,12590,0,0,28.133,0,0,0,0,0
0,1 35.57 0.50,130,,,1,88095,248.02 -56.74,255.9763,-37.0244,0,0,0,0,9524,9388,9375,9423,9657,0,0,0,0,0,0,0,0
110159,1 35.57 0.50,130,,,1,48165,316.71 38.70,141.4265,3.4357,11.04,1.65,132,0.36,6891,6768,6702,7181,7317,0,0,4.64,0,0,0,0,0
205008,1 35.57 0.50,130,,,1,20619,263.74 -17.41,200.6073,-52.8064,11.97,5.84,301,0.817,13713,13472,13417,13866,14370,0,0,54.533,0,0,0,0,0
207030,1 35.57 0.50,130,,,1,18382,262.34 -28.35,217.89,-50.2665,11.49,2.96,197,0.536,10818,10594,10548,10904,11216,0,0,15.333,0,0,0,0,0
100986,1 35.57 0.40,130,,,3,52582,20.96 63.23,103.3701,29.9508,11.94,2.36,294,0.799,9265,9317,9298,9462,9697,223,0,50.933,0,0,2439,0,0
101563,1 35.57 0.40,130,,,2,57870,21.09 36.85,124.4133,51.1858,11.94,2.2,293,0.796,8969,9054,9036,9045,9260,320,0,50.4,0,0,0,0,0
0,1 35.57 0.40,130,,,1,71924,45.33 -72.46,269.3741,11.204,0,0,0,0,9349,9398,9419,9027,9242,0,0,0,0,0,0,0,0
209204,1 35.57 0.40,130,,,1,71221,91.74 -44.36,303.6492,25.5346,11.1,1.8,140,0.379,7876,8050,8109,7507,7656,0,0,5.44,0,0,0,0,0
208086,1 35.57 0.40,130,,,1,70318,86.38 -41.70,302.956,30.227,11.29,1.93,165,0.448,8297,8480,8537,7929,8094,0,0,9,0,0,0,0,0
107791,1 35.57 0.40,130,,,1,57280,37.70 45.12,100.6936,50.3027,11.4,2.36,183,0.496,9418,9538,9535,9494,9731,0,0,12.147,0,0,2137,0,0
106140,1 35.57 0.40,130,,,1,56894,63.63 48.45,74.5908,45.6672,11.72,2.32,240,0.653,9292,9450,9467,9346,9576,0,0,27.733,0,0,0,0,0
107923,1 35.57 0.40,130,,,1,56754,58.50 49.07,79.2383,46.3751,11.37,2.25,178,0.483,9381,9530,9543,9444,9679,0,0,11.253,0,0,0,0,0
0,1 35.57 0.40,130,,,1,51230,356.19 62.21,113.2089,22.8215,0,0,0,0,13183,13187,13154,13424,13896,0,0,0,0,0,0,0,0
0,1 35.57 0.40,130,,,1,29719,263.58 24.70,137.2597,-43.0475,0,0,0,0,9624,9399,9337,9964,10225,0,0,0,0,0,0,0,0
0,1 35.57 0.40,130,,,1,27826,191.29 49.32,64.6913,-26.1065,0,0,0,0,8510,8476,8480,8767,8970,0,0,0,0,0,0,0,0
209396,1 35.57 0.40,130,,,1,10515,219.25 -64.41,274.1089,-31.6206,11.06,1.6,135,0.367,7132,7053,7061,6958,7086,0,0,4.893,194,0,0,0,0
0,1 35.57 0.20,130,,,1,31927,149.06 51.25,52.1621,-2.3012,0,0,0,0,9362,9442,9472,9512,9751,0,0,0,0,0,0,0,0
0,1 35.57 0.20,130,,,1,12669,181.11 -43.73,309.5517,-34.9363,0,0,0,0,9901,9884,9921,9731,9981,0,0,0,0,0,0,0,0
200424,1 35.56 0.50,129.4,,,5,3674997,287.99 -36.03,217.5199,-27.3351,12.01,2.19,312,0.847,8959,8764,8713,8979,9190,358,205.333,60.533,0,0,0,0,0
100396,1 35.56 0.50,129.4,,,5,917034,4.65 18.35,159.8651,46.7049,12.22,1.9,374,1.016,8100,8132,8097,8144,8318,394,73.333,104.667,1162,961,1337,0,0
0,1 35.56 0.50,129.4,,,1,3920880,314.59 -30.58,210.2314,-5.5976,0,0,0,0,14616,14465,14410,14611,15170,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,3768628,276.11 35.40,133.9818,-28.0655,0,0,0,0,8836,8638,8572,9193,9416,0,0,0,0,0,0,0,0
206516,1 35.56 0.50,129.4,,,1,3705081,278.54 -30.29,213.2859,-36.4149,11.59,3.03,215,0.584,10822,10605,10552,10889,11201,0,0,19.867,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,1052039,265.11 51.19,114.8337,-24.0052,0,0,0,0,7729,7577,7526,8099,8272,0,0,0,0,0,2047,0,0
105477,1 35.56 0.50,129.4,,,1,985986,231.92 14.00,102.4959,-69.1835,11.92,3.12,289,0.785,10716,10519,10488,10986,11303,0,0,48.267,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,902204,197.33 -60.32,286.8878,-31.4427,0,0,0,0,9169,9120,9141,8977,9189,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,863940,24.17 -26.00,236.0886,50.6058,0,0,0,0,15943,16041,16042,15711,16356,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,858331,221.24 -28.24,284.1216,-67.3241,0,0,0,0,8294,8137,8131,8322,8505,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,618895,248.30 -14.27,202.7594,-67.9445,0,0,0,0,10993,10761,10719,11155,11482,0,0,0,0,0,4383,0,0
0,1 35.56 0.50,129.4,,,1,547044,253.31 -18.04,207.1942,-62.1199,0,0,0,0,10315,10081,10036,10460,10748,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,373997,337.62 -26.26,209.391,15.0573,0,0,0,0,16099,16019,15973,16040,16712,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,234945,299.04 -15.40,194.1416,-19.3015,0,0,0,0,13008,12800,12731,13130,13582,0,0,0,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,218869,307.72 -30.12,209.5151,-11.5015,0,0,0,0,11283,11113,11056,11299,11634,0,0,0,0,0,0,0,0
107691,1 35.56 0.50,129.4,,,1,158445,305.74 20.43,158.1642,-8.5884,11.46,2.61,193,0.523,9767,9585,9509,10037,10302,0,0,14.267,0,0,0,0,0
0,1 35.56 0.50,129.4,,,1,93572,334.24 -24.30,206.6723,12.5629,0,0,0,0,10821,10728,10677,10784,11090,0,0,0,0,0,0,0,0
210917,1 35.56 0.50,129.4,,,1,91675,42.84 -24.94,261.9882,58.3298,10.72,1.51,100,0.271,6149,6308,6331,5864,5955,0,0,1.987,0,0,4348,0,0
207770,1 35.56 0.50,129.4,,,1,64495,23.90 -28.06,237.7364,48.8679,11.35,2.39,174,0.473,8864,8959,8960,8626,8822,0,0,10.56,0,0,4099,0,0
109716,1 35.56 0.50,129.4,,,1,44626,305.47 41.74,137.0989,-4.5665,11.12,1.53,142,0.385,6420,6277,6211,6743,6863,0,0,5.72,885,0,1793,0,0
0,1 35.56 0.50,129.4,,,1,25483,252.13 13.95,140.3633,-58.1446,0,0,0,0,11268,11035,10981,11569,11921,0,0,0,0,0,0,0,0
107024,1 35.56 0.40,129.4,,,1,56147,349.41 25.31,154.1032,31.5814,11.55,1.71,207,0.563,7298,7269,7219,7435,7581,0,0,17.733,0,0,0,0,0
106740,1 35.56 0.40,129.4,,,1,55517,48.79 54.17,88.8757,42.1371,11.59,2.38,216,0.585,9451,9572,9574,9557,9798,0,0,20,0,0,0,0,0
110823,1 35.56 0.40,129.4,,,1,26813,190.36 46.00,61.6813,-28.171,10.9,1.64,118,0.32,6917,6883,6889,7164,7299,0,0,3.253,0,0,0,0,2362
206007,1 35.56 0.40,129.4,,,1,10520,215.55 -64.15,276.0152,-31.5511,11.71,2.69,239,0.649,10468,10394,10404,10290,10569,0,0,27.333,0,0,0,0,0
207024,1 35.56 0.30,129.4,,,1,71597,101.42 -32.36,319.3769,25.7159,11.49,2.2,197,0.536,9181,9383,9452,8834,9039,0,0,15.333,0,0,0,0,2935
110623,1 35.55 0.54,128.8,,,1,56500,349.75 22.99,156.7592,32.2098,10.94,1.73,121,0.328,7404,7376,7325,7530,7679,0,0,3.52,0,0,0,0,0
